step,mode_id,tip_x,tip_y,tip_z,target_x,target_y,target_z,tip_err,a2d_rank,sigma_min,tension_feasible,residual_x,residual_y,residual_z,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,qm_1,qm_2,qm_3,qm_4,qm_5,qm_6,L_1,Tfeas_1,L_2,Tfeas_2,L_3,Tfeas_3,L_4,Tfeas_4,L_5,Tfeas_5,L_6,Tfeas_6,L_7,Tfeas_7,L_8,Tfeas_8
52,1,-0.331227972428435,0.309082435310142,0.285124963237541,-0.333,0.31,0.2851,0.00199565273474311,3,0.014049087245992,0,-1.77635683940025e-15,-1.77635683940025e-15,-0.261631141899909,-0.38833008430655,0.311572366474951,0.0214639088312802,0,0,0,0,0,0,0,0,0,0,0,0,1.35204129728431,5,1.35204129728431,5,0.709667165309817,9.25180838666065,0.709667165309817,9.25180838666065,1.24820508223279,6.04576266992289,1.24820508223279,6.04576266992289,1.69776444519113,5,1.69776444519113,5
53,1,-0.331440186832049,0.309192204702695,0.285124963237541,-0.333,0.31,0.2851,0.00175675084303099,3,0.0140201264047585,0,0,0,-0.26114557185965,-0.388542192004233,0.3116845817733,0.0214210748974748,0,0,0,0,0,0,0,0,0,0,0,0,1.35218812785969,5,1.35218812785969,5,0.709443536318772,9.25433661051508,0.709443536318772,9.25433661051508,1.24823363229121,6.04760626830007,1.24823363229121,6.04760626830007,1.69799581939506,5,1.69799581939506,5
54,1,-0.331626937831372,0.309288802966382,0.285124963237541,-0.333,0.31,0.2851,0.00154651999753397,3,0.0139911582748107,0,2.66453525910038e-15,-3.5527136788005e-15,-0.260653063153843,-0.388728835725358,0.311783636638405,0.0213780535759171,0,0,0,0,0,0,0,0,0,0,0,0,1.35231678750375,5.00000000000001,1.35231678750375,5.00000000000001,0.709246406670501,9.25655848618374,0.709246406670501,9.25655848618374,1.24825950671197,6.0492174176742,1.24825950671197,6.0492174176742,1.69819964211699,5.00000000000054,1.69819964211699,5.00000000000054
55,1,-0.331791280755918,0.309373810492877,0.285124963237541,-0.333,0.31,0.2851,0.00136152072076563,3,0.0139622194149963,0,0,0,-0.260155119646968,-0.388893070990802,0.311871107054669,0.0213349220482325,0,0,0,0,0,0,0,0,0,0,0,0,1.35242945781152,5.00000000000001,1.35242945781152,5.00000000000001,0.709072598278,9.25851054951849,0.709072598278,9.25851054951849,1.24828301069269,6.0506237659129,1.24828301069269,6.0506237659129,1.6983792166391,5.00000000000054,1.6983792166391,5.00000000000054
56,1,-0.331935904329133,0.309448618044109,0.285124963237541,-0.333,0.31,0.2851,0.00119872633293386,3,0.013933341619182,0,0,1.77635683940025e-15,-0.259653058474251,-0.389037586691568,0.311948379937931,0.0212917476688001,0,0,0,0,0,0,0,0,0,0,0,0,1.35252805960795,5.00000000000001,1.35252805960795,5.00000000000001,0.708919314830534,9.26022501221908,0.708919314830534,9.26022501221908,1.24830441480362,6.05184972743948,1.24830441480362,6.05184972743948,1.69853745001553,5.00000000000054,1.69853745001553,5.00000000000054
57,1,-0.332063174657112,0.309514449505758,0.285124963237541,-0.333,0.31,0.2851,0.00105547343347157,3,0.0139045524971861,0,0,0,-0.259148032240643,-0.389164749080346,0.312016675821276,0.0212485891501086,0,0,0,0,0,0,0,0,0,0,0,0,1.35261428399717,5.00000000000001,1.35261428399717,5.00000000000001,0.70878409587507,9.26173026713747,0.70878409587507,9.26173026713747,1.24832395871161,6.05291685197442,1.24832395871161,6.05291685197442,1.69867690059092,5.00000000000054,1.69867690059092,5.00000000000054
58,1,-0.332175173939147,0.309572381910581,0.285124963237541,-0.333,0.31,0.2851,0.000929418325776155,3,0.0138758759843956,0,0,1.77635683940025e-15,-0.258641048636109,-0.38927664048457,0.312077068818798,0.0212054976058335,0,0,0,0,0,0,0,0,0,0,0,0,1.35268961974091,5.00000000000001,1.35268961974091,5.00000000000001,0.708664776432381,9.26305133597902,0.708664776432381,9.26305133597902,1.24834185455397,6.0538441533436,1.24834185455397,6.0538441533436,1.69879981982284,5.00000000000054,1.69879981982284,5.00000000000054
59,1,-0.33227373453343,0.309623363059166,0.285124963237541,-0.333,0.31,0.2851,0.000818498672181049,3,0.0138473327890202,0,8.88178419700125e-16,1.77635683940025e-15,-0.25813298775677,-0.389375093374324,0.312130504193932,0.0211625174686901,0,0,0,0,0,0,0,0,0,0,0,0,1.35275537739402,5,1.35275537739402,5,0.708559451478116,9.26421026563903,0.708559451478116,9.26421026563903,1.24835828998239,6.05464840218566,1.24835828998239,6.05464840218566,1.69890818909004,5,1.69890818909004,5
60,1,-0.332360468935247,0.309668227026374,0.285124963237541,-0.333,0.31,0.2851,0.00072089975172747,3,0.0138189407847697,0,2.66453525910038e-15,1.77635683940025e-15,-0.257624617391778,-0.389461720342485,0.312177813819781,0.0211196872980789,0,0,0,0,0,0,0,0,0,0,0,0,1.35281271057675,5.00000000000001,1.35281271057675,5.00000000000001,0.708466444700743,9.26522647881925,0.708466444700743,9.26522647881925,1.2483734308997,6.05534438614316,1.2483734308997,6.05534438614316,1.6990037520875,5.00000000000053,1.6990037520875,5.00000000000053
61,1,-0.332436796158123,0.309707707807191,0.285124963237541,-0.333,0.31,0.2851,0.000635024768580144,3,0.013790715355737,0,1.77635683940025e-15,1.77635683940025e-15,-0.25711660650795,-0.38953794048757,0.312219729784383,0.0210770404907404,0,0,0,0,0,0,0,0,0,0,0,0,1.35286263471987,5.00000000000001,1.35286263471987,5.00000000000001,0.708384281019784,9.26611708399059,0.708384281019784,9.26611708399059,1.24838742391326,6.05594514085567,1.24838742391326,6.05594514085567,1.6990880433368,5.00000000000053,1.6990880433368,5.00000000000053
62,1,-0.332503964949507,0.309742451325217,0.285124963237541,-0.333,0.31,0.2851,0.000559468725156715,3,0.0137626696993928,0,0,0,-0.25660953713987,-0.389605002630934,0.31225689636349,0.0210346059060549,0,0,0,0,0,0,0,0,0,0,0,0,1.35290604358005,5.00000000000001,1.35290604358005,5.00000000000001,0.708311662410541,9.26689714928104,0.708311662410541,9.26689714928104,1.24840039852886,6.05646215480769,1.24840039852886,6.05646215480769,1.69916241327769,5.00000000000053,1.69916241327769,5.00000000000053
63,1,-0.33256307422084,0.309773026000269,0.285124963237541,-0.333,0.31,0.2851,0.000492995432308447,3,0.0137348150928534,0,-2.66453525910038e-15,2.66453525910038e-15,-0.25610391486964,-0.38966400574816,0.31228988055676,0.0209924084162266,0,0,0,0,0,0,0,0,0,0,0,0,1.35294372378872,5.00000000000001,1.35294372378872,5.00000000000001,0.708247446636524,9.26757994435125,0.708247446636524,9.26757994435125,1.24841246910836,6.0569055508139,1.24841246910836,6.0569055508139,1.69922805035033,5.00000000000053,1.69922805035033,5.00000000000053
64,1,-0.33261509102623,0.309799932047996,0.285124963237541,-0.333,0.31,0.2851,0.000434517280135503,3,0.0137071611269239,0,8.88178419700125e-16,-4.44089209850063e-15,-0.255600178060661,-0.389715916948905,0.312319181359717,0.0209504693903662,0,0,0,0,0,0,0,0,0,0,0,0,1.35297636766692,5,1.35297636766692,5,0.70819062853911,9.26817715391655,0.70819062853911,9.26817715391655,1.24842373661349,6.05728424667271,1.24842373661349,6.0572842466727,1.69928600042917,5,1.69928600042917,5
65,1,-0.33266086638389,0.309823609663627,0.285124963237541,-0.333,0.31,0.2851,0.000383077438085049,3,0.0136797159118607,0,-8.88178419700125e-16,-1.77635683940025e-15,-0.255098705991212,-0.389761587299364,0.312345237923185,0.0209088071204048,0,0,0,0,0,0,0,0,0,0,0,0,1.35300458451149,5.00000000000001,1.35300458451149,5.00000000000001,0.708140323576383,9.2686990661682,0.708140323576383,9.2686990661682,1.24843429015656,6.05760609727522,1.24843429015656,6.05760609727522,1.69933718392583,5.00000000000053,1.69933718392583,5.00000000000053
66,1,-0.332701149199175,0.309844446223769,0.285124963237541,-0.333,0.31,0.2851,0.00033783419258808,3,0.0136524862582984,0,0,-2.66453525910038e-15,-0.254599826016763,-0.389801765746215,0.312368436733687,0.0208674371958201,0,0,0,0,0,0,0,0,0,0,0,0,1.35302891053403,5,1.35302891053403,5,0.708095753340308,9.26915473897781,0.708095753340308,9.26915473897781,1.24844420837782,6.05787802022815,1.24844420837782,6.05787802022815,1.69938241084061,5,1.69938241084061,5
67,1,-0.332736598517002,0.309862782624067,0.285124963237541,-0.333,0.31,0.2851,0.00029804716528097,3,0.0136254778363643,0,-3.5527136788005e-15,8.88178419700125e-16,-0.254103819876047,-0.389837111369837,0.312389117932273,0.0208263728333189,0,0,0,0,0,0,0,0,0,0,0,0,1.35304981761265,5.00000000000001,1.35304981761265,5.00000000000001,0.708056232814159,9.26955214648305,0.708056232814159,9.26955214648305,1.24845356066723,6.05810610684393,1.24845356066723,6.05810610684393,1.69942239400843,5.00000000000053,1.69942239400843,5.00000000000053
68,1,-0.332767794304119,0.309878918856409,0.285124963237541,-0.333,0.31,0.2851,0.000263065185384563,3,0.0135986953156231,0,0,-1.77635683940025e-15,-0.253610929241464,-0.389868204167281,0.312407580875168,0.0207856251668842,0,0,0,0,0,0,0,0,0,0,0,0,1.35306772099786,5.00000000000001,1.35306772099786,5.00000000000001,0.708021159160796,9.26989830830878,0.708021159160796,9.26989830830878,1.24846240824732,6.05829572015059,1.24846240824732,6.05829572015059,1.69945776075596,5.00000000000053,1.69945776075596,5.00000000000053
69,1,-0.332795246937621,0.309893118916931,0.285124963237541,-0.333,0.31,0.2851,0.000232315616564858,3,0.0135721424881782,0,-5.32907051820075e-15,8.88178419700125e-16,-0.253121360604124,-0.389895554541409,0.312424089027202,0.0207452035029442,0,0,0,0,0,0,0,0,0,0,0,0,1.35308298609694,5.00000000000001,1.35308298609694,5.00000000000001,0.70799000185769,9.27019940348229,0.70799000185769,9.27019940348229,1.24847080513194,6.05845158140584,1.24847080513194,6.05845158140584,1.69948906316026,5.00000000000053,1.69948906316026,5.00000000000053
70,1,-0.332819405554945,0.309905615125116,0.285124963237541,-0.333,0.31,0.2851,0.000205294961994017,3,0.0135458223769604,0,-1.77635683940025e-15,8.88178419700125e-16,-0.252635289572092,-0.389919611651427,0.312438874268091,0.0207051155448516,0,0,0,0,0,0,0,0,0,0,0,0,1.35309593444677,5,1.35309593444677,5,0.707962294016745,9.27046087081478,0.707962294016745,9.27046087081478,1.24847879897455,6.05857784643218,1.24847879897455,6.05857784643218,1.69951678707681,5,1.69951678707681,5
71,1,-0.332840665401955,0.309916611924645,0.285124963237541,-0.333,0.31,0.2851,0.000181560591743663,3,0.013519737330996,0,0,0,-0.252152864652096,-0.389940770761461,0.312452140682011,0.020665367590357,0,0,0,0,0,0,0,0,0,0,0,0,1.35310684897198,5,1.35310684897198,5,0.707937624746512,9.27068749735477,0.707937624746512,9.27068749735477,1.24848643181837,6.05867817295023,1.24848643181837,6.05867817295023,1.69954136008445,5,1.69954136008445,5
72,1,-0.332859374299342,0.309926289228187,0.285124963237541,-0.333,0.31,0.2851,0.000160723454402736,3,0.0134938891092194,0,-1.77635683940025e-15,1.77635683940025e-15,-0.251674210576068,-0.389959379707375,0.312464067892472,0.0206259647053202,0,0,0,0,0,0,0,0,0,0,0,0,1.35311597861354,5.00000000000001,1.35311597861354,5.00000000000001,0.707915632431505,9.27088349630846,0.707915632431505,9.27088349630846,1.2484937407591,6.05875577995308,1.2484937407591,6.05875577995309,1.69956315847721,5.00000000000053,1.69956315847721,5.00000000000053
73,1,-0.332875838333129,0.309934805360859,0.285124963237541,-0.333,0.31,0.2851,0.000142441650233977,3,0.0134682789542133,0,-8.88178419700125e-16,-3.5527136788005e-15,-0.251199431227159,-0.389975744587644,0.312474813997044,0.020586910876513,0,0,0,0,0,0,0,0,0,0,0,0,1.35312354240318,5.00000000000001,1.35312354240318,5.00000000000001,0.707895998818423,9.27105257567906,0.707895998818423,9.27105257567906,1.24850075853049,6.05881350005017,1.24850075853049,6.05881350005017,1.69958251341728,5.00000000000053,1.69958251341728,5.00000000000053
74,1,-0.332890326862366,0.309942299650489,0.285124963237541,-0.333,0.31,0.2851,0.000126414756577947,3,0.0134429076570851,0,-1.77635683940025e-15,0,-0.250728612213106,-0.389990134771388,0.312484518149954,0.0205482091460233,0,0,0,0,0,0,0,0,0,0,0,0,1.35312973304977,5,1.35312973304977,5,0.707878443812354,9.27119799872342,0.707878443812354,9.27119799872342,1.24850751402113,6.05885382560275,1.24850751402113,6.05885382560275,1.69959971634981,5,1.69959971634981,5
75,1,-0.332903076925971,0.309948894707087,0.285124963237541,-0.333,0.31,0.2851,0.00011237880792883,3,0.0134177756145453,0,-2.66453525910038e-15,-3.5527136788005e-15,-0.250261823129188,-0.390002787305498,0.312493302834801,0.0205098617294708,0,0,0,0,0,0,0,0,0,0,0,0,1.35313472009608,5,1.35313472009608,5,0.70786272089765,9.27132263719176,0.70786272089765,9.27132263719176,1.24851403273065,6.05887894937887,1.24851403273065,6.05887894937886,1.69961502376809,5,1.69961502376809,5
76,1,-0.332914297120787,0.309954698428802,0.285124963237541,-0.333,0.31,0.2851,0.000100101843574154,3,0.0133928828791232,0,-4.44089209850063e-15,8.88178419700125e-16,-0.249799119547971,-0.390013910792946,0.312501275864579,0.020471870119979,0,0,0,0,0,0,0,0,0,0,0,0,1.35313865269725,5.00000000000001,1.35313865269725,5.00000000000001,0.707848613108488,9.2714290182072,0.707848613108488,9.2714290182072,1.24852033717212,6.0588908003726,1.24852033717212,6.0588908003726,1.69962866140698,5.00000000000053,1.69962866140698,5.00000000000053
77,1,-0.332924171014322,0.309959805767183,0.285124963237541,-0.333,0.31,0.2851,8.93799454531027e-05,3,0.0133682292033455,0,-2.66453525910038e-15,1.77635683940025e-15,-0.249340544768774,-0.390023688805754,0.31250853214171,0.0204342351796134,0,0,0,0,0,0,0,0,0,0,0,0,1.35314166206628,5.00000000000001,1.35314166206628,5.00000000000001,0.707835929483064,9.27151936554556,0.707835929483064,9.27151936554556,1.24852644722702,6.05889107535849,1.24852644722702,6.05889107535849,1.69964082793327,5.00000000000052,1.69964082793327,5.00000000000052
78,1,-0.332924171014322,0.309959805767183,0.285124963237541,-0.333,0.31,0.2851,8.93799454531027e-05,3,0.0133682292033455,0,-2.66453525910038e-15,1.77635683940025e-15,-0.249340544768774,-0.390023688805754,0.31250853214171,0.0204342351796134,0,0,0,0,0,0,0,0,0,0,0,0,1.35314166206628,5.00000000000001,1.35314166206628,5.00000000000001,0.707835929483064,9.27151936554556,0.707835929483064,9.27151936554556,1.24852644722702,6.05889107535849,1.24852644722702,6.05889107535849,1.69964082793327,5.00000000000052,1.69964082793327,5.00000000000052
