step,mode_id,tip_x,tip_y,tip_z,target_x,target_y,target_z,tip_err,a2d_rank,sigma_min,tension_feasible,residual_x,residual_y,residual_z,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,qm_1,qm_2,qm_3,qm_4,qm_5,qm_6,L_1,Tfeas_1,L_2,Tfeas_2,L_3,Tfeas_3,L_4,Tfeas_4,L_5,Tfeas_5,L_6,Tfeas_6,L_7,Tfeas_7,L_8,Tfeas_8
40,3,0.2039763774679,0.148719860562271,0.651124063475469,0.2,0.15,0.69,0.0390997285848205,3,0.0264910095784021,0,1.24344978758018e-14,-3.64153152077051e-14,-0.526099801534921,-0.391214147466026,0.130742455532322,0.0403161527902693,-0.0513821573434036,-0.562685012800028,0.562343072410951,-0.0424991983711565,-0.158659315135274,-0.0075832019660727,-0.0513821573434036,-0.562685012800028,0.562343072410951,-0.0424991983711565,-0.158659315135274,-0.0075832019660727,1.43694338721299,5.00000000001213,1.43694338721299,5.00000000001213,0.855175827871391,9.15426353395367,0.855175827871391,9.15426353395367,1.08002453808926,7.89566145026703,1.08002453808926,7.89566145026703,1.58111783379814,5.00000000033619,1.58111783379814,5.00000000033619
41,3,0.203494596138421,0.148873937027211,0.653457918384966,0.2,0.15,0.69,0.0367260663391706,3,0.0266192326036468,0,7.99360577730113e-15,-3.46389583683049e-14,-0.529936538160561,-0.392834571017881,0.130282801551356,0.040539304204444,-0.0520286283618761,-0.564803568139606,0.564718062159391,-0.0427736292524848,-0.158783408587379,-0.00763977808646181,-0.0520286283618761,-0.564803568139606,0.564718062159391,-0.0427736292524848,-0.158783408587379,-0.00763977808646181,1.43859257459799,5.00000000001406,1.43859257459799,5.00000000001406,0.854721782073393,9.17895075032156,0.854721782073393,9.17895075032156,1.0788987661129,7.92717544283763,1.0788987661129,7.92717544283763,1.58209412439895,5.00000000033075,1.58209412439895,5.00000000033075
42,3,0.203071199195602,0.14900948879241,0.655651515154324,0.2,0.15,0.69,0.0344997360590639,3,0.0267439308833827,0,1.15463194561016e-14,-3.46389583683049e-14,-0.533616515491151,-0.394313457082748,0.129815878467997,0.0407551399184266,-0.0526701267700053,-0.566776404052219,0.566966578154174,-0.0430360188062887,-0.158895896442844,-0.00769311837640573,-0.0526701267700053,-0.566776404052219,0.566966578154174,-0.0430360188062887,-0.158895896442844,-0.00769311837640573,1.44012214031316,5.00000000001581,1.44012214031316,5.00000000001581,0.854351243960551,9.20155114188449,0.854351243960551,9.20155114188449,1.07782892955252,7.95648044004746,1.07782892955252,7.95648044004746,1.58295638990577,5.00000000032573,1.58295638990577,5.00000000032573
43,3,0.202699112523937,0.149128742006193,0.657713301676206,0.2,0.15,0.69,0.0324110349658932,3,0.0268654695358387,0,7.99360577730113e-15,-4.08562073062058e-14,-0.537153081724127,-0.395664105038363,0.129342940933126,0.0409643514172981,-0.0533072672380204,-0.568612475092347,0.56909706206292,-0.0432871690342085,-0.15899765084467,-0.00774342840091361,-0.0533072672380204,-0.568612475092347,0.56909706206292,-0.0432871690342085,-0.15899765084467,-0.00774342840091361,1.44154299512094,5.00000000001738,1.44154299512094,5.00000000001738,0.854055566201823,9.22223599453661,0.854055566201823,9.22223599453661,1.07681003898117,7.9837526995155,1.07681003898117,7.9837526995155,1.58371561736082,5.00000000032108,1.58371561736082,5.00000000032108
44,3,0.202372119142629,0.149233655173941,0.659651214346793,0.2,0.15,0.69,0.0304509938137253,3,0.0269841647723452,0,9.76996261670138e-15,-3.81916720471054e-14,-0.540558245082086,-0.39689842689904,0.128865075631515,0.041167547945366,-0.0539405894559699,-0.570320165239877,0.571117340090499,-0.0435278241124287,-0.159089468255053,-0.0077908999768259,-0.0539405894559699,-0.570320165239877,0.571117340090499,-0.0435278241124287,-0.159089468255053,-0.0077908999768259,1.44286494074828,5.0000000000188,1.44286494074828,5.0000000000188,0.853827080077994,9.24116225754567,0.853827080077994,9.24116225754567,1.07583763521408,8.00915417915107,1.07583763521408,8.00915417915107,1.58438163707771,5.00000000031677,1.58438163707771,5.00000000031677
45,3,0.202084755327766,0.149325951378761,0.661472709436348,0.2,0.15,0.69,0.0286113063879209,3,0.027100290264318,0,7.99360577730113e-15,-3.90798504668055e-14,-0.543842800822062,-0.398027103276775,0.128383223464546,0.0413652660801949,-0.0545705668442251,-0.571907327594678,0.573034674224402,-0.0437586750428739,-0.159172077222723,-0.00783571217972852,-0.0545705668442251,-0.571907327594678,0.573034674224402,-0.0437586750428739,-0.159172077222723,-0.00783571217972852,1.44409679070657,5.00000000002007,1.44409679070657,5.00000000002007,0.853658975424483,9.25847362107782,0.853658975424483,9.25847362107782,1.07490772527297,8.03283353893822,1.07490772527297,8.03283353893822,1.58496325271527,5.00000000031274,1.58496325271527,5.00000000031274
46,3,0.201832219330766,0.14940714661392,0.663184792472204,0.2,0.15,0.69,0.0268842678451949,3,0.0272140826941601,0,1.4210854715202e-14,-4.08562073062058e-14,-0.547016448549793,-0.399059720875741,0.12789819873903,0.0415579782420891,-0.0551976142999614,-0.573381320751241,0.574855808442548,-0.0439803638787484,-0.159246145213812,-0.00787803226628189,-0.0551976142999614,-0.573381320751241,0.574855808442548,-0.0439803638787484,-0.159246145213812,-0.00787803226628189,1.44524647744377,5.00000000002122,1.44524647744377,5.00000000002122,0.853545196345814,9.27430154979862,0.853545196345814,9.27430154979862,1.07401672695203,8.05492711935628,1.07401672695203,8.05492711935628,1.58546835608011,5.00000000030898,1.58546835608011,5.00000000030898
47,3,0.201610291163949,0.149478574698092,0.664794045770751,0.2,0.15,0.69,0.0252627205697479,3,0.0273257465940946,0,9.76996261670138e-15,-3.99680288865056e-14,-0.55008790004384,-0.400004893797044,0.127410705782822,0.0417461002483588,-0.055822095077773,-0.574749042220823,0.576587010471131,-0.0441934875685363,-0.15931228463616,-0.0079180165204016,-0.055822095077773,-0.574749042220823,0.576587010471131,-0.0441934875685363,-0.15931228463616,-0.0079180165204016,1.44632114739261,5.00000000002225,1.44632114739261,5.00000000002225,0.853480350492001,9.28876626498451,0.853480350492001,9.28876626498451,1.0731614207136,8.07555988417823,1.0731614207136,8.07555988417823,1.58590402850462,5.00000000030545,1.58590402850462,5.00000000030545
48,3,0.201415262110091,0.149541409187092,0.666306654243717,0.2,0.15,0.69,0.0237400064343027,3,0.0274354585639357,0,7.105427357601e-15,-4.17443857259059e-14,-0.553064977934941,-0.400870370638247,0.126921353345496,0.0419299980124554,-0.0564443268944774,-0.576016959215099,0.578234109600179,-0.044398601457512,-0.159371058166623,-0.00795581103072372,-0.0564443268944774,-0.576016959215099,0.578234109600179,-0.044398601457512,-0.159371058166623,-0.00795581103072372,1.44732724530272,5.00000000002318,1.44732724530272,5.00000000002318,0.853459630017466,9.30197767040185,0.853459630017466,9.30197767040185,1.07233890784805,8.09484631924135,1.07233890784805,8.09484631924135,1.58627663041815,5.00000000030213,1.58627663041815,5.00000000030213
49,3,0.20124387277614,0.14959668264536,0.667728429594109,0.2,0.15,0.69,0.0223099245340797,3,0.0275433709472932,0,7.105427357601e-15,-4.2632564145606e-14,-0.555954705682324,-0.401663129119301,0.126430667089782,0.0421099934791011,-0.0570645873402539,-0.577191137061112,0.579802530996977,-0.0445962224813737,-0.159422983474149,-0.00799155240592412,-0.0570645873402539,-0.577191137061112,0.579802530996977,-0.0445962224813737,-0.159422983474149,-0.00799155240592412,1.44827058908679,5.000000000024,1.44827058908679,5.000000000024,0.853478742620868,9.31403621945153,0.853478742620868,9.31403621945153,1.07154657400147,8.11289128182997,1.07154657400147,8.11289128182997,1.58659188052958,5.00000000029878,1.58659188052958,5.00000000029878
50,3,0.201093258654665,0.149645303596284,0.669064833008226,0.2,0.15,0.69,0.0209666936114943,3,0.0276496150355784,0,7.105427357601e-15,-3.99680288865056e-14,-0.558763389350588,-0.402389459747494,0.125939100435152,0.0422863698779973,-0.0576831186706806,-0.578277265480718,0.581297326900252,-0.0447868320827232,-0.159468537417442,-0.00802536843371435,-0.0576831186706806,-0.578277265480718,0.581297326900252,-0.0447868320827232,-0.159468537417442,-0.00802536843371435,1.44915643627072,5.00000000002471,1.44915643627072,5.00000000002471,0.853533851298098,9.32503372282014,0.853533851298098,9.32503372282014,1.07078205731513,8.12979079768227,1.07078205731513,8.12979079768227,1.58685492586472,5.0000000002951,1.58685492586472,5.0000000002951
51,3,0.200960902282494,0.149688071431718,0.670320996442122,0.2,0.15,0.69,0.0197049185144011,3,0.0277543038602907,0,9.76996261670138e-15,-3.99680288865056e-14,-0.561496691725236,-0.403055039843871,0.125447043977414,0.0424593763706869,-0.0583001320470892,-0.579280682937184,0.582723205029238,-0.0449708788776996,-0.159508159784451,-0.00805737868868954,-0.0583001320470892,-0.579280682937184,0.582723205029238,-0.0449708788776996,-0.159508159784451,-0.00805737868868954,1.44998954301255,5.00000000002533,1.44998954301255,5.00000000002533,0.853621521638229,9.33505409720309,0.853621521638229,9.33505409720309,1.07004322053708,8.14563280445028,1.07004322053708,8.14563280445028,1.58707040374999,5.00000000029163,1.58707040374999,5.00000000029163
52,3,0.200844591196594,0.149725689527014,0.671501742593671,0.2,0.15,0.69,0.0185195601350505,3,0.0278575346262966,0,7.99360577730113e-15,-3.64153152077051e-14,-0.564159699318921,-0.403664999088405,0.12495483367641,0.0426292321576878,-0.0589158112859823,-0.580206399226031,0.584084554500057,-0.0451487810970743,-0.159542256631204,-0.00808769509364038,-0.0589158112859823,-0.580206399226031,0.584084554500057,-0.0451487810970743,-0.159542256631204,-0.00808769509364038,1.45077421654364,5.00000000002589,1.45077421654364,5.00000000002589,0.853738675659246,9.34417405664112,0.853738675659246,9.34417405664112,1.0693281265631,8.16049784180569,1.0693281265631,8.16049784180569,1.58724249669997,5.00000000028835,1.58724249669997,5.00000000028835
53,3,0.200742380984341,0.149758776778046,0.672611603644772,0.2,0.15,0.69,0.017405908363979,3,0.0279593908320254,0,1.77635683940025e-15,-8.88178419700125e-16,-0.56675698280235,-0.404223977597436,0.1244627579769,0.0427961301061516,-0.0595303161721018,-0.581059116465656,0.585385469506115,-0.0453209288234686,-0.159571203269398,-0.00811642243844968,-0.0595303161721018,-0.581059116465656,0.585385469506115,-0.0453209288234686,-0.159571203269398,-0.00811642243844968,1.45151436178735,5,1.45151436178735,5,0.853882551322053,9.35246374836591,0.853882551322053,9.35246374836591,1.06863501694504,8.1744596892343,1.06863501694504,8.1744596892343,1.5873749810501,5,1.5873749810501,5
54,3,0.200652562810637,0.149787877750496,0.673654838852261,0.2,0.15,0.69,0.0163595576656619,3,0.0280599441165969,0,9.76996261670138e-15,-3.99680288865056e-14,-0.56929265151681,-0.404736177421649,0.123971064004677,0.0429602399520082,-0.060143785384073,-0.581843248625096,0.586629770988425,-0.0454876860440307,-0.159595346945249,-0.0081436588602638,-0.060143785384073,-0.581843248625096,0.586629770988425,-0.0454876860440307,-0.159595346945249,-0.0081436588602638,1.45221352282283,5.0000000000268,1.45221352282283,5.0000000000268,0.854050666981601,9.35998733834396,0.854050666981601,9.35998733834396,1.06796229297246,8.18758595450351,1.06796229297246,8.18758595450351,1.58747127007351,5.00000000028229,1.58747127007351,5.00000000028229
55,3,0.200573634879242,0.149813471608638,0.674635451060623,0.2,0.15,0.69,0.0153763849433467,3,0.0281592558687446,0,7.99360577730113e-15,-4.2632564145606e-14,-0.571770402228705,-0.405205408243661,0.123479962960406,0.0431217111248329,-0.0607563390763938,-0.582562939710753,0.587821026495208,-0.0456493925358481,-0.159615009246347,-0.00816949628825137,-0.0607563390763938,-0.582562939710753,0.587821026495208,-0.0456493925358481,-0.159615009246347,-0.00816949628825137,1.45287491978401,5.00000000002717,1.45287491978401,5.00000000002717,0.854240790136454,9.36680354211505,0.854240790136454,9.36680354211505,1.06730849899037,8.19993861195164,1.06730849899037,8.19993861195164,1.58753445223136,5.00000000027948,1.58753445223136,5.00000000027948
56,3,0.200504277351543,0.14983597997065,0.675557202204557,0.2,0.15,0.69,0.0144525294110537,3,0.0282573786279165,0,1.06581410364015e-14,-4.61852778244065e-14,-0.574193563212568,-0.405635127958925,0.122989634816813,0.0432806752384758,-0.0613680811568475,-0.583222080720686,0.588962568407134,-0.045806365599559,-0.159630488268318,-0.00819402085592909,-0.0613680811568475,-0.583222080720686,0.588962568407134,-0.045806365599559,-0.159630488268318,-0.00819402085592909,1.45350148171568,5.00000000002749,1.45350148171568,5.00000000002749,0.85445090992551,9.37296611646693,0.85445090992551,9.37296611646693,1.06667230766385,8.21157449868904,1.06667230766385,8.21157449868904,1.587567325128,5.0000000002768,1.587567325128,5.0000000002768
57,3,0.200443330303764,0.149855773819724,0.676423627864862,0.2,0.15,0.69,0.0135843742329582,3,0.0283543573040384,0,1.06581410364015e-14,-4.70734562441066e-14,-0.576565133530212,-0.406028478740385,0.122500232410565,0.0434372482858053,-0.061979101294181,-0.583824325463687,0.590057510684563,-0.0459589016550173,-0.159642060568899,-0.00821731328374091,-0.061979101294181,-0.583824325463687,0.590057510684563,-0.0459589016550173,-0.159642060568899,-0.00821731328374091,1.45409587584764,5.00000000003129,1.45409587584764,5.00000000003129,0.854679212895335,9.37852430282015,0.854679212895335,9.37852430282015,1.06605250694107,8.22254576617824,1.06605250694107,8.22254576617824,1.58757242567294,5.00000000028271,1.58757242567294,5.00000000028271
58,3,0.200389774354461,0.14987317958462,0.677238050936856,0.2,0.15,0.69,0.0127685297256746,3,0.0284502302390251,0,1.24344978758018e-14,-4.52970994047064e-14,-0.578887818289926,-0.406388319114459,0.122011885007802,0.0435915325716922,-0.0625894766870688,-0.584373105330536,0.591108764275787,-0.0461072777114409,-0.15964998293348,-0.00823944923431708,-0.0625894766870688,-0.584373105330536,0.591108764275787,-0.0461072777114409,-0.15964998293348,-0.00823944923431708,1.45466053369456,5.00000000003165,1.45466053369456,5.00000000003165,0.854924061625537,9.38352323287191,0.854924061625537,9.38352323287191,1.06544798850043,8.23290029330572,1.06544798850043,8.23290029330572,1.58755205689194,5.00000000028055,1.58755205689194,5.00000000028055
59,3,0.200342713638749,0.149888484489622,0.678003594466597,0.2,0.15,0.69,0.0120018179485071,3,0.0285450301301813,0,1.24344978758018e-14,-4.2632564145606e-14,-0.581164060175913,-0.406717252512183,0.121524701411721,0.0437436184145686,-0.063199273621948,-0.584871643096295,0.592119051310038,-0.0462517527232138,-0.159654493973062,-0.00826049964260907,-0.063199273621948,-0.584871643096295,0.592119051310038,-0.0462517527232138,-0.159654493973062,-0.00826049964260907,1.45519767434168,5.00000000003197,1.45519767434168,5.00000000003197,0.855183975854506,9.38800429732973,0.855183975854506,9.38800429732973,1.06485773749692,8.24268206289026,1.06485773749692,8.24268206289026,1.58750831177609,5.00000000027848,1.58750831177609,5.00000000027848
60,3,0.20030136084497,0.149901941261771,0.678723193706596,0.2,0.15,0.69,0.0112812585314753,3,0.0286387848330568,0,1.06581410364015e-14,-4.2632564145606e-14,-0.583396067619303,-0.407017652703559,0.121038772671476,0.0438935856434986,-0.0638085488442309,-0.585322965825088,0.593090918185786,-0.0463925688413869,-0.159655815572992,-0.00828053102289154,-0.0638085488442309,-0.585322965825088,0.593090918185786,-0.0463925688413869,-0.159655815572992,-0.00828053102289154,1.45570932523479,5.00000000003224,1.45570932523479,5.00000000003224,0.855457615795026,9.39200548084059,0.855457615795026,9.39200548084059,1.06428082344776,8.25193150446291,1.06428082344776,8.25193150446291,1.58744309451156,5.00000000027649,1.58744309451156,5.00000000027649
61,3,0.200265024063916,0.149913772272689,0.679399607439301,0.2,0.15,0.69,0.0106040556117141,3,0.028731518059087,0,1.24344978758018e-14,-4.9737991503207e-14,-0.585585839957633,-0.407291686474207,0.120554174443841,0.0440415049146547,-0.0644173507646438,-0.585729916942269,0.594026747653145,-0.0465299525699292,-0.159654154208531,-0.00829960575443986,-0.0644173507646438,-0.585729916942269,0.594026747653145,-0.0465299525699292,-0.159654154208531,-0.00829960575443986,1.45619734075588,5.00000000003248,1.45619734075588,5.00000000003248,0.855743767369884,9.39556166614296,0.855743767369884,9.39556166614296,1.06371639211847,8.26068580616291,1.06371639211847,8.26068580616291,1.58735813939187,5.00000000027458,1.58735813939187,5.00000000027458
62,3,0.20023309523105,0.14992417318296,0.680035428613554,0.2,0.15,0.69,0.00996758576629764,3,0.0288232499814013,0,1.06581410364015e-14,-4.2632564145606e-14,-0.587735189886394,-0.407541333860565,0.12007096905226,0.0441874388683874,-0.0650257205199804,-0.58609516753317,0.594928769978972,-0.0466641158348902,-0.15964970214139,-0.00831778234752868,-0.0650257205199804,-0.58609516753317,0.594928769978972,-0.0466641158348902,-0.15964970214139,-0.00831778234752868,1.4566634188334,5.00000000003268,1.4566634188334,5.00000000003268,0.856041329132583,9.39870491004783,0.856041329132583,9.39870491004783,1.06316365828909,8.26897919829621,1.06316365828909,8.26897919829621,1.58725502767859,5.00000000027274,1.58725502767859,5.00000000027274
63,3,0.200205039968741,0.149933316148882,0.680633094336298,0.2,0.15,0.69,0.00936938684426438,3,0.0289139977604841,0,1.4210854715202e-14,-4.61852778244065e-14,-0.589845763483124,-0.407768406222247,0.119589207282113,0.044331443145651,-0.065633692905362,-0.586421226922523,0.595799073274204,-0.0467952569738477,-0.159642638509641,-0.00833511569125105,-0.065633692905362,-0.586421226922523,0.595799073274204,-0.0467952569738477,-0.159642638509641,-0.00833511569125105,1.45710911580706,5.00000000003284,1.45710911580706,5.00000000003284,0.85634930066854,9.40146469376256,0.85634930066854,9.40146469376256,1.06262189929559,8.27684321100608,1.06262189929559,8.27684321100608,1.58713520264504,5.00000000027097,1.58713520264504,5.00000000027097
64,3,0.200180388658939,0.149941352644162,0.681194895259146,0.2,0.15,0.69,0.00880714761304867,3,0.0290037759998929,0,1.15463194561016e-14,-4.61852778244065e-14,-0.591919058057664,-0.40797456239715,0.119108929945899,0.0444735672803995,-0.0662412971931398,-0.586710452584165,0.59663961305498,-0.0469235616523038,-0.159633130321973,-0.0083516572845267,-0.0662412971931398,-0.586710452584165,0.59663961305498,-0.0469235616523038,-0.159633130321973,-0.0083516572845267,1.45753585974193,5.00000000003298,1.45753585974193,5.00000000003298,0.856666772298269,9.40386814988078,0.856666772298269,9.40386814988078,1.06209044925523,8.2843069083377,1.06209044925523,8.2843069083377,1.58699998300973,5.00000000026925,1.58699998300973,5.00000000026925
65,3,0.200158728597231,0.149948415942851,0.681722984396891,0.2,0.15,0.69,0.00827869814503744,3,0.0290925971409491,0,1.50990331349021e-14,-4.79616346638068e-14,-0.593956438057968,-0.408161323155918,0.118630169247722,0.0446138554826513,-0.0668485578518358,-0.586965059426588,0.597452221102034,-0.0470492037130661,-0.159621333365965,-0.00836745545155049,-0.0668485578518358,-0.586965059426588,0.597452221102034,-0.0470492037130661,-0.159621333365965,-0.00836745545155049,1.45794496236381,5.00000000003309,1.45794496236381,5.00000000003309,0.856992915926684,9.40594026818409,0.856992915926684,9.40594026818409,1.06156869389605,8.29139710081674,1.06156869389605,8.29139710081674,1.58685057494197,5.0000000002676,1.58685057494197,5.0000000002676
66,3,0.200139697097311,0.149954623304185,0.682219385412707,0.2,0.15,0.69,0.00778200087892062,3,0.0291804718041917,0,-1.77635683940025e-15,8.88178419700125e-16,-0.595959149221209,-0.408330084146851,0.118152949972622,0.044752347325219,-0.0674554951769714,-0.587187128496309,0.598238613676593,-0.0471723459640853,-0.159607393038959,-0.00838255554282626,-0.0674554951769714,-0.587187128496309,0.598238613676593,-0.0471723459640853,-0.159607393038959,-0.00838255554282626,1.45833762976849,5,1.45833762976849,5,0.857326976902298,9.40770408189156,0.857326976902298,9.40770408189156,1.06105606592092,8.29813853834112,1.06105606592092,8.29813853834112,1.58668808280076,5,1.58668808280076,5
67,3,0.200122975430731,0.149960077895171,0.682686000402626,0.2,0.15,0.69,0.00731514229809655,3,0.029267409084399,0,8.88178419700125e-16,0,-0.597928331259908,-0.408482127500008,0.11767729052301,0.044889078345594,-0.0680621258442612,-0.587378615137786,0.599000399145416,-0.0472931409097147,-0.159591445109111,-0.00839700012283558,-0.0680621258442612,-0.587378615137786,0.599000399145416,-0.0472931409097147,-0.159591445109111,-0.00839700012283558,1.45871497203956,5,1.45871497203956,5,0.857668266767122,9.40918083819373,0.857668266767122,9.40918083819373,1.06055204084499,8.30455408614267,1.06055204084499,8.30455408614267,1.58651351874906,5,1.58651351874906,5
68,3,0.200108283500768,0.149964870482382,0.683124617209812,0.2,0.15,0.69,0.00687632517491469,3,0.029353416805131,0,1.50990331349021e-14,-5.06261699229071e-14,-0.599865029009036,-0.408618632239505,0.117203203821632,0.0450240805731326,-0.0686684633944285,-0.58754135664567,0.599739085062669,-0.0474117314299039,-0.159573616413389,-0.00841082914530485,-0.0686684633944285,-0.58754135664567,0.599739085062669,-0.0474117314299039,-0.159573616413389,-0.00841082914530485,1.45907801189428,5.00000000003326,1.45907801189428,5.00000000003326,0.858016156792879,9.41039014998294,0.858016156792879,9.41039014998294,1.06005613325315,8.31066488324192,1.06005613325315,8.31066488324192,1.58632781136918,5.00000000026295,1.58632781136918,5.00000000026295
69,3,0.200095375161488,0.149969080920705,0.683536916297272,0.2,0.15,0.69,0.0064638613350966,3,0.0294385017379913,0,1.33226762955019e-14,-4.79616346638068e-14,-0.601770202426157,-0.408740683635697,0.116730698097957,0.0451573829905087,-0.0692745186578225,-0.587677079442555,0.600456084751917,-0.0475282514114351,-0.159554025498526,-0.00842408011695602,-0.0692745186578225,-0.587677079442555,0.600456084751917,-0.0475282514114351,-0.159554025498526,-0.00842408011695602,1.45942769246332,5.00000000003327,1.45942769246332,5.00000000003327,0.85837007221202,9.41135013504915,0.85837007221202,9.41135013504914,1.05956789343045,8.31649048713918,1.05956789343045,8.31649048713918,1.58613181339011,5.0000000002615,1.58613181339011,5.0000000002615
70,3,0.200084034103853,0.149972779463404,0.683924477205874,0.2,0.15,0.69,0.00607616490149569,3,0.0295226697911553,0,1.50990331349021e-14,-4.79616346638068e-14,-0.603644735578361,-0.408849281613694,0.116259777572768,0.0452890119373416,-0.0698803001260557,-0.587787405812951,0.601152723427525,-0.0476428263349407,-0.159532783210266,-0.00843678825055541,-0.0698803001260557,-0.587787405812951,0.601152723427525,-0.0476428263349407,-0.159532783210266,-0.00843678825055541,1.45976488429805,5.00000000003327,1.45976488429805,5.00000000003327,0.85872948706328,9.41207754405031,0.85872948706328,9.41207754405031,1.05908690432428,8.32204900610517,1.05908690432428,8.32204900610517,1.585926308625,5.00000000026009,1.585926308625,5.00000000026009
71,3,0.200074070240208,0.149976027914945,0.684288784622841,0.2,0.15,0.69,0.0057117459804898,3,0.0296059261711394,0,1.50990331349021e-14,-4.88498130835069e-14,-0.605489444495888,-0.408945348321205,0.115790443053838,0.0454189914629819,-0.0704858142770381,-0.587873860222034,0.601830243891274,-0.0477555738211154,-0.15950999323571,-0.00844898660801078,-0.0704858142770381,-0.587873860222034,0.601830243891274,-0.0477555738211154,-0.15950999323571,-0.00844898660801078,1.46009039168849,5.00000000003324,1.46009039168849,5.00000000003324,0.859093919581243,9.41258787382933,0.859093919581243,9.41258787382933,1.05861277880182,8.3273572181095,1.05861277880182,8.3273572181095,1.58571201820574,5.00000000025873,1.58571201820574,5.00000000025873
72,3,0.200065316526753,0.149978880645486,0.684631234084396,0.2,0.15,0.69,0.00536920475790916,3,0.0296882755212845,0,1.24344978758018e-14,-5.24025267623074e-14,-0.607305084240978,-0.40902973494688,0.115322692453926,0.0455473436346119,-0.0710910658590294,-0.587937875245691,0.602489811836771,-0.0478666041392374,-0.159485752603022,-0.00846070623420838,-0.0710910658590294,-0.587937875245691,0.602489811836771,-0.0478666041392374,-0.159485752603022,-0.00846070623420838,1.4604049583656,5.0000000000332,1.4604049583656,5.0000000000332,0.859462928067992,9.41289547189489,0.859462928067992,9.41289547189489,1.05814515717096,8.33243067974108,1.05814515717096,8.33243067974108,1.58548960619109,5.0000000002574,1.58548960619109,5.0000000002574
73,3,0.200057626170978,0.149981385483599,0.684953137334712,0.2,0.15,0.69,0.00504722597454131,3,0.029769722039992,0,8.88178419700125e-16,4.44089209850063e-15,-0.609092355167687,-0.409103227869896,0.114856521240925,0.0456740888060894,-0.0716960581386704,-0.587980797136576,0.60313252079143,-0.0479760206808477,-0.159460152142337,-0.00847197628222856,-0.0716960581386704,-0.587980797136576,0.60313252079143,-0.0479760206808477,-0.159460152142337,-0.00847197628222856,1.4607092726534,5.00000000000002,1.4607092726534,5.00000000000002,0.859836107192304,9.41301363074197,0.859836107192304,9.41301363074197,1.05768370493613,8.33728382504277,1.05768370493613,8.33728382504277,1.58525968461682,5.00000000000013,1.58525968461682,5.00000000000013
74,3,0.200050870177417,0.149983584501869,0.685255727362013,0.2,0.15,0.69,0.00474457375399361,3,0.029850269581366,0,-8.88178419700125e-16,-8.88178419700125e-16,-0.610851908577996,-0.409166554212327,0.114391922828737,0.0457992458523225,-0.0723007931173674,-0.588003891049164,0.603759396723196,-0.048083920401192,-0.159433276911296,-0.0084828241305297,-0.0723007931173674,-0.588003891049164,0.603759396723196,-0.048083920401192,-0.159433276911296,-0.0084828241305297,1.46100397212876,5,1.46100397212876,5,0.860213084668434,9.41295467522696,0.860213084668434,9.41295467522696,1.05722811076439,8.34193005628742,1.05722811076439,8.34193005628742,1.58502281804764,5,1.58502281804764,5
75,3,0.200044935190744,0.149985514708213,0.68554016313136,0.2,0.15,0.69,0.0044600867581162,3,0.0299299217405808,0,8.88178419700125e-16,2.66453525910038e-15,-0.612584351594756,-0.409220386857739,0.113928888916385,0.04592283237339,-0.0729052717198843,-0.588008345945264,0.60437140233691,-0.0481903942308163,-0.159405206588322,-0.00849327549264612,-0.0729052717198843,-0.588008345945264,0.60437140233691,-0.0481903942308163,-0.159405206588322,-0.00849327549264612,1.46128964784069,5.00000000000002,1.46128964784069,5.00000000000002,0.860593518272197,9.41273003892349,0.860593518272197,9.41273003892349,1.05677808463948,8.34638182519528,1.05677808463948,8.34638182519528,1.5847795276847,5.00000000000013,1.5847795276847,5.00000000000013
76,3,0.200039721600201,0.149987208654229,0.685807534032477,0.2,0.15,0.69,0.00419267364731497,3,0.0300086819260019,0,-3.5527136788005e-15,8.88178419700125e-16,-0.614290251660711,-0.409265348992281,0.113467409781889,0.0460448648721239,-0.0735094939585388,-0.587995279200006,0.604969441083092,-0.0482955274595028,-0.159376015836388,-0.00850335451990488,-0.0735094939585388,-0.587995279200006,0.604969441083092,-0.0482955274595028,-0.159376015836388,-0.00850335451990488,1.46156684813462,5.00000000000002,1.46156684813462,5.00000000000002,0.860977093157063,9.41235033674742,0.860977093157063,9.41235033674742,1.05633335618434,8.35065070847816,1.05633335618434,8.35065070847816,1.58453029507569,5.00000000000013,1.58453029507569,5.00000000000013
77,3,0.200035141873687,0.149988694970547,0.686058864059837,0.2,0.15,0.69,0.00394130882497435,3,0.0300865534198289,0,-8.88178419700125e-16,5.32907051820075e-15,-0.61597014046841,-0.409302018218239,0.113007474536671,0.0461653589084238,-0.074113459075996,-0.587965740926988,0.605554360900068,-0.0483994000945596,-0.159345774639815,-0.00851308389762928,-0.074113459075996,-0.587965740926988,0.605554360900068,-0.0483994000945596,-0.159345774639815,-0.00851308389762928,1.46183608212274,5,1.46183608212274,5,0.86136351943738,9.4118254296188,0.86136351943738,9.4118254296188,1.05589367313483,8.35474747605455,1.05589367313483,8.35474747605455,1.58427556546977,5,1.58427556546977,5
